question_id,subject,topic,question_text,question_type,cognitive_level,avg_score,std_dev,discrimination_index,difficulty_label
Q3986,Biology,Ecology,Explain the concept of Ecology in Biology.,MCQ,Apply,5.26,1.88,0.45,Medium
Q3987,Biology,Genetics,Analyze the principles of Genetics in Biology.,Numerical,Analyze,5.68,1.36,-0.1,Medium
Q3988,Chemistry,Inorganic,Explain the concept of Inorganic in Chemistry.,Short Answer,Understand,7.52,1.31,0.18,Easy
Q3989,Biology,Genetics,Solve a problem related to Genetics in Biology.,MCQ,Understand,2.17,2.39,0.3,Hard
Q3990,Computer Science,DBMS,Explain the concept of DBMS in Computer Science.,Long Answer,Evaluate,3.67,2.43,-0.13,Hard
Q3991,Computer Science,Operating Systems,Apply the theory of Operating Systems in practical scenarios.,Long Answer,Apply,8.73,1.48,-0.09,Easy
Q3992,Mathematics,Linear Algebra,Apply the theory of Linear Algebra in practical scenarios.,MCQ,Remember,7.57,1.96,0.42,Easy
Q3993,Physics,Electromagnetism,Evaluate the impact of Electromagnetism in Physics.,Long Answer,Remember,7.99,1.46,0.64,Easy
Q3994,Physics,Mechanics,Evaluate the impact of Mechanics in Physics.,Short Answer,Apply,6.99,1.75,0.51,Medium
Q3995,Computer Science,Operating Systems,Apply the theory of Operating Systems in practical scenarios.,Long Answer,Remember,8.21,1.44,0.82,Easy
Q3996,Mathematics,Probability,Apply the theory of Probability in practical scenarios.,Numerical,Remember,5.43,1.98,-0.07,Medium
Q3997,Chemistry,Organic,Solve a problem related to Organic in Chemistry.,Long Answer,Apply,5.85,0.67,0.57,Medium
Q3998,Physics,Electromagnetism,Evaluate the impact of Electromagnetism in Physics.,Long Answer,Apply,5.93,1.64,0.37,Medium
Q3999,Biology,Evolution,Explain the concept of Evolution in Biology.,Numerical,Understand,10.0,2.25,0.37,Easy
Q4000,Physics,Thermodynamics,Evaluate the impact of Thermodynamics in Physics.,Long Answer,Apply,4.11,1.83,0.78,Medium
Q4001,Mathematics,Probability,Explain the concept of Probability in Mathematics.,Short Answer,Remember,5.81,1.59,0.36,Medium
Q4002,Physics,Mechanics,Evaluate the impact of Mechanics in Physics.,Short Answer,Understand,6.93,1.25,0.78,Medium
Q4003,Chemistry,Biochemistry,Analyze the principles of Biochemistry in Chemistry.,Long Answer,Remember,5.57,2.07,0.63,Medium
Q4004,Biology,Cell Biology,Analyze the principles of Cell Biology in Biology.,MCQ,Remember,5.1,2.27,0.9,Medium
Q4005,Chemistry,Biochemistry,Analyze the principles of Biochemistry in Chemistry.,MCQ,Analyze,8.59,1.46,0.7,Easy
Q4006,Biology,Genetics,Analyze the principles of Genetics in Biology.,MCQ,Remember,5.51,1.75,0.84,Medium
Q4007,Computer Science,DBMS,Evaluate the impact of DBMS in Computer Science.,Numerical,Evaluate,8.47,1.37,0.32,Easy
Q4008,Mathematics,Calculus,Apply the theory of Calculus in practical scenarios.,MCQ,Apply,7.07,1.88,0.03,Easy
Q4009,Biology,Cell Biology,Analyze the principles of Cell Biology in Biology.,MCQ,Understand,5.39,1.81,0.35,Medium
Q4010,Computer Science,Operating Systems,Analyze the principles of Operating Systems in Computer Science.,MCQ,Analyze,3.56,1.36,0.19,Hard
Q4011,Physics,Electromagnetism,Apply the theory of Electromagnetism in practical scenarios.,Long Answer,Understand,4.89,1.21,0.01,Medium
Q4012,Computer Science,Operating Systems,Solve a problem related to Operating Systems in Computer Science.,Long Answer,Analyze,8.87,1.47,0.43,Easy
Q4013,Computer Science,Data Structures,Solve a problem related to Data Structures in Computer Science.,Long Answer,Understand,6.56,1.9,0.56,Medium
Q4014,Computer Science,DBMS,Explain the concept of DBMS in Computer Science.,Numerical,Apply,4.82,2.48,0.56,Medium
Q4015,Biology,Cell Biology,Solve a problem related to Cell Biology in Biology.,MCQ,Remember,4.56,1.89,0.64,Medium
Q4016,Physics,Mechanics,Evaluate the impact of Mechanics in Physics.,MCQ,Apply,7.42,1.79,-0.2,Easy
Q4017,Computer Science,Data Structures,Explain the concept of Data Structures in Computer Science.,Numerical,Evaluate,9.78,1.51,-0.03,Easy
Q4018,Mathematics,Calculus,Evaluate the impact of Calculus in Mathematics.,Short Answer,Evaluate,4.68,1.62,-0.0,Medium
Q4019,Computer Science,DBMS,Apply the theory of DBMS in practical scenarios.,Numerical,Apply,10.0,1.33,-0.04,Easy
Q4020,Mathematics,Probability,Apply the theory of Probability in practical scenarios.,MCQ,Evaluate,4.95,1.22,0.06,Medium
Q4021,Computer Science,Algorithms,Evaluate the impact of Algorithms in Computer Science.,MCQ,Remember,4.95,0.82,0.52,Medium
Q4022,Chemistry,Inorganic,Apply the theory of Inorganic in practical scenarios.,Long Answer,Understand,8.95,1.33,0.59,Easy
Q4023,Physics,Thermodynamics,Explain the concept of Thermodynamics in Physics.,Long Answer,Apply,8.35,2.42,0.89,Easy
Q4024,Computer Science,Operating Systems,Evaluate the impact of Operating Systems in Computer Science.,MCQ,Remember,5.57,1.97,0.21,Medium
Q4025,Physics,Optics,Analyze the principles of Optics in Physics.,Long Answer,Understand,4.39,1.27,-0.05,Medium
Q4026,Physics,Optics,Apply the theory of Optics in practical scenarios.,Long Answer,Apply,4.42,0.97,0.86,Medium
Q4027,Chemistry,Organic,Analyze the principles of Organic in Chemistry.,Numerical,Understand,6.44,1.52,0.21,Medium
Q4028,Mathematics,Calculus,Explain the concept of Calculus in Mathematics.,Long Answer,Understand,2.07,1.26,0.0,Hard
Q4029,Biology,Genetics,Solve a problem related to Genetics in Biology.,Short Answer,Understand,5.51,0.94,0.0,Medium
Q4030,Chemistry,Inorganic,Solve a problem related to Inorganic in Chemistry.,Long Answer,Analyze,4.18,1.33,0.3,Medium
Q4031,Chemistry,Biochemistry,Evaluate the impact of Biochemistry in Chemistry.,Long Answer,Analyze,4.3,0.85,-0.1,Medium
Q4032,Mathematics,Probability,Analyze the principles of Probability in Mathematics.,Numerical,Understand,6.6,1.48,0.16,Medium
Q4033,Chemistry,Physical,Apply the theory of Physical in practical scenarios.,MCQ,Apply,7.81,1.7,-0.12,Easy
Q4034,Mathematics,Linear Algebra,Explain the concept of Linear Algebra in Mathematics.,MCQ,Evaluate,6.55,1.49,0.65,Medium
Q4035,Physics,Electromagnetism,Evaluate the impact of Electromagnetism in Physics.,Numerical,Evaluate,6.76,1.85,0.64,Medium
Q4036,Biology,Evolution,Explain the concept of Evolution in Biology.,MCQ,Understand,7.61,1.52,0.71,Easy
Q4037,Computer Science,Data Structures,Analyze the principles of Data Structures in Computer Science.,Long Answer,Understand,6.92,1.96,0.14,Medium
Q4038,Biology,Cell Biology,Evaluate the impact of Cell Biology in Biology.,Numerical,Remember,2.66,1.86,-0.04,Hard
Q4039,Computer Science,Operating Systems,Evaluate the impact of Operating Systems in Computer Science.,MCQ,Remember,6.7,1.67,0.7,Medium
Q4040,Biology,Genetics,Analyze the principles of Genetics in Biology.,Long Answer,Remember,3.38,2.21,0.13,Hard
Q4041,Chemistry,Inorganic,Analyze the principles of Inorganic in Chemistry.,Long Answer,Remember,6.46,1.14,0.35,Medium
Q4042,Physics,Mechanics,Evaluate the impact of Mechanics in Physics.,Short Answer,Analyze,7.58,1.52,-0.17,Easy
Q4043,Biology,Ecology,Solve a problem related to Ecology in Biology.,MCQ,Understand,5.84,1.24,-0.13,Medium
Q4044,Mathematics,Linear Algebra,Apply the theory of Linear Algebra in practical scenarios.,MCQ,Analyze,6.3,2.23,-0.17,Medium
Q4045,Chemistry,Inorganic,Apply the theory of Inorganic in practical scenarios.,Long Answer,Analyze,6.22,1.27,0.69,Medium
Q4046,Computer Science,Operating Systems,Solve a problem related to Operating Systems in Computer Science.,Short Answer,Remember,9.54,0.49,0.68,Easy
Q4047,Chemistry,Inorganic,Analyze the principles of Inorganic in Chemistry.,Long Answer,Understand,3.32,1.77,0.47,Hard
Q4048,Chemistry,Biochemistry,Analyze the principles of Biochemistry in Chemistry.,Numerical,Analyze,8.78,1.88,0.48,Easy
Q4049,Biology,Evolution,Analyze the principles of Evolution in Biology.,MCQ,Remember,6.11,1.81,0.54,Medium
Q4050,Chemistry,Organic,Solve a problem related to Organic in Chemistry.,Numerical,Understand,5.52,1.09,0.65,Medium
Q4051,Chemistry,Biochemistry,Apply the theory of Biochemistry in practical scenarios.,Long Answer,Evaluate,4.28,1.55,0.9,Medium
Q4052,Physics,Thermodynamics,Solve a problem related to Thermodynamics in Physics.,Short Answer,Analyze,8.66,1.06,0.29,Easy
Q4053,Chemistry,Organic,Explain the concept of Organic in Chemistry.,MCQ,Evaluate,3.42,2.13,0.15,Hard
Q4054,Chemistry,Inorganic,Evaluate the impact of Inorganic in Chemistry.,Numerical,Apply,3.78,1.38,0.71,Hard
Q4055,Biology,Ecology,Solve a problem related to Ecology in Biology.,MCQ,Remember,3.78,0.66,0.78,Hard
Q4056,Chemistry,Physical,Analyze the principles of Physical in Chemistry.,Numerical,Analyze,10.0,1.38,0.85,Easy
Q4057,Chemistry,Biochemistry,Apply the theory of Biochemistry in practical scenarios.,MCQ,Remember,6.96,1.49,0.21,Medium
Q4058,Mathematics,Algebra,Solve a problem related to Algebra in Mathematics.,Numerical,Apply,3.63,1.25,-0.07,Hard
Q4059,Biology,Evolution,Apply the theory of Evolution in practical scenarios.,Short Answer,Understand,7.7,1.88,0.87,Easy
Q4060,Chemistry,Biochemistry,Explain the concept of Biochemistry in Chemistry.,MCQ,Apply,4.53,1.89,-0.16,Medium
Q4061,Biology,Genetics,Explain the concept of Genetics in Biology.,Short Answer,Evaluate,7.21,1.36,0.44,Easy
Q4062,Physics,Electromagnetism,Analyze the principles of Electromagnetism in Physics.,Long Answer,Apply,6.61,1.39,0.89,Medium
Q4063,Physics,Mechanics,Analyze the principles of Mechanics in Physics.,MCQ,Apply,7.05,0.31,0.81,Easy
Q4064,Computer Science,Operating Systems,Apply the theory of Operating Systems in practical scenarios.,MCQ,Analyze,5.44,1.52,0.25,Medium
Q4065,Physics,Thermodynamics,Solve a problem related to Thermodynamics in Physics.,Numerical,Remember,5.68,1.14,-0.16,Medium
Q4066,Chemistry,Inorganic,Analyze the principles of Inorganic in Chemistry.,MCQ,Evaluate,5.09,1.76,0.16,Medium
Q4067,Mathematics,Probability,Explain the concept of Probability in Mathematics.,Long Answer,Evaluate,6.76,1.79,0.04,Medium
Q4068,Physics,Thermodynamics,Explain the concept of Thermodynamics in Physics.,MCQ,Apply,6.37,1.32,0.23,Medium
Q4069,Biology,Cell Biology,Evaluate the impact of Cell Biology in Biology.,Numerical,Understand,5.37,2.27,0.18,Medium
Q4070,Computer Science,Algorithms,Explain the concept of Algorithms in Computer Science.,Long Answer,Evaluate,9.24,1.34,0.79,Easy
Q4071,Physics,Mechanics,Evaluate the impact of Mechanics in Physics.,MCQ,Evaluate,6.07,1.18,-0.16,Medium
Q4072,Biology,Genetics,Evaluate the impact of Genetics in Biology.,Long Answer,Understand,8.02,1.46,0.2,Easy
Q4073,Biology,Evolution,Analyze the principles of Evolution in Biology.,MCQ,Remember,6.37,1.8,0.83,Medium
Q4074,Computer Science,Operating Systems,Solve a problem related to Operating Systems in Computer Science.,Numerical,Apply,5.2,1.63,0.05,Medium
Q4075,Biology,Genetics,Apply the theory of Genetics in practical scenarios.,Long Answer,Apply,3.69,1.31,0.34,Hard
Q4076,Computer Science,Data Structures,Solve a problem related to Data Structures in Computer Science.,Long Answer,Analyze,7.19,1.48,0.28,Easy
Q4077,Mathematics,Algebra,Solve a problem related to Algebra in Mathematics.,Short Answer,Understand,5.46,1.67,0.35,Medium
Q4078,Chemistry,Physical,Apply the theory of Physical in practical scenarios.,Numerical,Understand,3.79,0.66,0.2,Hard
Q4079,Computer Science,Data Structures,Evaluate the impact of Data Structures in Computer Science.,Long Answer,Understand,5.63,2.14,0.38,Medium
Q4080,Mathematics,Algebra,Analyze the principles of Algebra in Mathematics.,Short Answer,Remember,9.1,1.47,-0.03,Easy
Q4081,Physics,Optics,Solve a problem related to Optics in Physics.,Numerical,Remember,3.23,1.8,0.75,Hard
Q4082,Biology,Evolution,Apply the theory of Evolution in practical scenarios.,Numerical,Analyze,3.61,0.9,0.46,Hard
Q4083,Biology,Cell Biology,Explain the concept of Cell Biology in Biology.,Long Answer,Remember,4.84,1.07,0.26,Medium
Q4084,Chemistry,Organic,Apply the theory of Organic in practical scenarios.,Short Answer,Analyze,6.74,0.41,0.46,Medium
Q4085,Chemistry,Biochemistry,Explain the concept of Biochemistry in Chemistry.,Short Answer,Evaluate,9.83,1.91,0.14,Easy
Q4086,Mathematics,Calculus,Apply the theory of Calculus in practical scenarios.,Numerical,Evaluate,6.7,1.25,0.74,Medium
Q4087,Physics,Thermodynamics,Explain the concept of Thermodynamics in Physics.,Long Answer,Evaluate,4.85,0.75,0.35,Medium
Q4088,Computer Science,DBMS,Apply the theory of DBMS in practical scenarios.,MCQ,Evaluate,10.0,1.72,-0.15,Easy
Q4089,Mathematics,Algebra,Evaluate the impact of Algebra in Mathematics.,Long Answer,Remember,5.51,1.56,0.32,Medium
Q4090,Mathematics,Probability,Apply the theory of Probability in practical scenarios.,MCQ,Analyze,5.62,2.13,-0.04,Medium
Q4091,Mathematics,Calculus,Analyze the principles of Calculus in Mathematics.,Numerical,Analyze,5.07,2.21,0.0,Medium
Q4092,Chemistry,Inorganic,Apply the theory of Inorganic in practical scenarios.,Short Answer,Understand,6.1,1.85,0.74,Medium
Q4093,Computer Science,Data Structures,Analyze the principles of Data Structures in Computer Science.,Short Answer,Analyze,3.44,0.89,0.88,Hard
Q4094,Biology,Cell Biology,Apply the theory of Cell Biology in practical scenarios.,MCQ,Analyze,3.71,1.53,0.04,Hard
Q4095,Mathematics,Probability,Evaluate the impact of Probability in Mathematics.,Numerical,Remember,4.81,1.49,0.31,Medium
Q4096,Biology,Evolution,Apply the theory of Evolution in practical scenarios.,Short Answer,Remember,8.83,1.29,0.19,Easy
Q4097,Mathematics,Linear Algebra,Explain the concept of Linear Algebra in Mathematics.,MCQ,Apply,4.37,1.59,0.61,Medium
Q4098,Mathematics,Probability,Solve a problem related to Probability in Mathematics.,Numerical,Evaluate,4.45,2.92,0.72,Medium
Q4099,Chemistry,Organic,Analyze the principles of Organic in Chemistry.,MCQ,Analyze,5.05,1.17,-0.1,Medium
Q4100,Biology,Genetics,Analyze the principles of Genetics in Biology.,MCQ,Evaluate,7.8,1.12,0.74,Easy
Q4101,Biology,Ecology,Apply the theory of Ecology in practical scenarios.,MCQ,Analyze,7.18,2.13,0.37,Easy
Q4102,Chemistry,Inorganic,Solve a problem related to Inorganic in Chemistry.,MCQ,Understand,4.39,2.27,0.73,Medium
Q4103,Biology,Cell Biology,Explain the concept of Cell Biology in Biology.,Long Answer,Evaluate,8.37,2.03,0.39,Easy
Q4104,Chemistry,Biochemistry,Analyze the principles of Biochemistry in Chemistry.,Long Answer,Evaluate,5.36,1.75,0.22,Medium
Q4105,Biology,Cell Biology,Analyze the principles of Cell Biology in Biology.,Numerical,Remember,5.92,2.27,0.78,Medium
Q4106,Physics,Electromagnetism,Evaluate the impact of Electromagnetism in Physics.,Long Answer,Analyze,3.53,0.77,0.78,Hard
Q4107,Chemistry,Biochemistry,Evaluate the impact of Biochemistry in Chemistry.,Long Answer,Evaluate,8.63,0.2,0.17,Easy
Q4108,Physics,Electromagnetism,Evaluate the impact of Electromagnetism in Physics.,MCQ,Remember,7.78,0.86,-0.07,Easy
Q4109,Computer Science,Data Structures,Explain the concept of Data Structures in Computer Science.,MCQ,Analyze,6.58,1.7,0.01,Medium
Q4110,Mathematics,Probability,Explain the concept of Probability in Mathematics.,Long Answer,Analyze,7.7,2.3,0.0,Easy
Q4111,Physics,Electromagnetism,Solve a problem related to Electromagnetism in Physics.,Long Answer,Analyze,4.74,0.71,0.57,Medium
Q4112,Physics,Thermodynamics,Explain the concept of Thermodynamics in Physics.,MCQ,Analyze,7.01,2.59,0.65,Easy
Q4113,Biology,Ecology,Evaluate the impact of Ecology in Biology.,MCQ,Evaluate,7.25,2.18,0.67,Easy
Q4114,Computer Science,Algorithms,Solve a problem related to Algorithms in Computer Science.,Numerical,Apply,7.58,1.33,0.48,Easy
Q4115,Biology,Evolution,Apply the theory of Evolution in practical scenarios.,Long Answer,Understand,6.37,2.15,0.04,Medium
Q4116,Mathematics,Algebra,Solve a problem related to Algebra in Mathematics.,Short Answer,Apply,1.66,1.86,0.57,Hard
Q4117,Mathematics,Calculus,Apply the theory of Calculus in practical scenarios.,Long Answer,Apply,8.51,1.45,0.55,Easy
Q4118,Chemistry,Physical,Analyze the principles of Physical in Chemistry.,Numerical,Understand,3.9,1.84,0.88,Hard
Q4119,Mathematics,Calculus,Evaluate the impact of Calculus in Mathematics.,MCQ,Remember,6.86,1.75,0.16,Medium
Q4120,Physics,Electromagnetism,Solve a problem related to Electromagnetism in Physics.,Numerical,Remember,3.76,1.55,0.39,Hard
Q4121,Biology,Evolution,Analyze the principles of Evolution in Biology.,Numerical,Understand,6.34,0.93,0.51,Medium
Q4122,Chemistry,Biochemistry,Explain the concept of Biochemistry in Chemistry.,Long Answer,Understand,5.93,0.27,0.76,Medium
Q4123,Chemistry,Organic,Apply the theory of Organic in practical scenarios.,Long Answer,Evaluate,6.37,1.38,-0.01,Medium
Q4124,Computer Science,Operating Systems,Apply the theory of Operating Systems in practical scenarios.,Long Answer,Analyze,4.98,2.21,0.76,Medium
Q4125,Physics,Optics,Apply the theory of Optics in practical scenarios.,Long Answer,Understand,5.16,1.51,0.59,Medium
Q4126,Mathematics,Algebra,Apply the theory of Algebra in practical scenarios.,Numerical,Evaluate,6.41,1.36,-0.02,Medium
Q4127,Chemistry,Biochemistry,Solve a problem related to Biochemistry in Chemistry.,MCQ,Evaluate,8.43,1.14,0.85,Easy
Q4128,Biology,Evolution,Solve a problem related to Evolution in Biology.,Numerical,Understand,8.19,1.29,0.01,Easy
Q4129,Computer Science,DBMS,Apply the theory of DBMS in practical scenarios.,Short Answer,Remember,7.11,2.04,0.01,Easy
Q4130,Mathematics,Calculus,Explain the concept of Calculus in Mathematics.,Numerical,Understand,4.51,1.3,0.22,Medium
Q4131,Biology,Evolution,Explain the concept of Evolution in Biology.,Long Answer,Remember,7.13,0.92,0.89,Easy
Q4132,Computer Science,Data Structures,Evaluate the impact of Data Structures in Computer Science.,Short Answer,Understand,6.05,1.36,0.43,Medium
Q4133,Computer Science,DBMS,Evaluate the impact of DBMS in Computer Science.,Short Answer,Apply,6.03,1.93,0.4,Medium
Q4134,Mathematics,Calculus,Explain the concept of Calculus in Mathematics.,Numerical,Apply,2.53,1.39,-0.14,Hard
Q4135,Biology,Cell Biology,Solve a problem related to Cell Biology in Biology.,Numerical,Evaluate,4.82,1.44,0.41,Medium
Q4136,Chemistry,Inorganic,Solve a problem related to Inorganic in Chemistry.,Short Answer,Analyze,6.67,0.55,-0.05,Medium
Q4137,Biology,Ecology,Apply the theory of Ecology in practical scenarios.,Long Answer,Apply,4.91,0.96,0.47,Medium
Q4138,Physics,Mechanics,Apply the theory of Mechanics in practical scenarios.,Long Answer,Evaluate,5.47,1.13,0.08,Medium
Q4139,Computer Science,Data Structures,Solve a problem related to Data Structures in Computer Science.,Long Answer,Evaluate,7.33,2.8,0.82,Easy
